location,date,vaccine,total_vaccinations
European Union,2021-11-08,Sputnik V,1845271
European Union,2021-11-08,Valneva,0
European Union,2021-11-09,Covaxin,99
European Union,2021-11-09,Johnson&Johnson,16667437
European Union,2021-11-09,Moderna,61066061
European Union,2021-11-09,Novavax,168
European Union,2021-11-09,Oxford/AstraZeneca,67120014
European Union,2021-11-09,Pfizer/BioNTech,439373859
European Union,2021-11-09,Sanofi/GSK,0
European Union,2021-11-09,Sinopharm/Beijing,2151421
European Union,2021-11-09,Sinovac,8056
European Union,2021-11-09,Sputnik V,1845271
European Union,2021-11-09,Valneva,0
European Union,2021-11-10,Covaxin,99
European Union,2021-11-10,Johnson&Johnson,16690616
European Union,2021-11-10,Moderna,61133536
European Union,2021-11-10,Novavax,168
European Union,2021-11-10,Oxford/AstraZeneca,67120353
European Union,2021-11-10,Pfizer/BioNTech,440359690
European Union,2021-11-10,Sanofi/GSK,0
European Union,2021-11-10,Sinopharm/Beijing,2151421
European Union,2021-11-10,Sinovac,8060
European Union,2021-11-10,Sputnik V,1845271
European Union,2021-11-10,Valneva,0
European Union,2021-11-11,Covaxin,99
European Union,2021-11-11,Johnson&Johnson,16714203
European Union,2021-11-11,Moderna,61194341
European Union,2021-11-11,Novavax,168
European Union,2021-11-11,Oxford/AstraZeneca,67120582
European Union,2021-11-11,Pfizer/BioNTech,441116462
European Union,2021-11-11,Sanofi/GSK,0
European Union,2021-11-11,Sinopharm/Beijing,2151422
European Union,2021-11-11,Sinovac,8062
European Union,2021-11-11,Sputnik V,1845271
European Union,2021-11-11,Valneva,0
European Union,2021-11-12,Covaxin,100
European Union,2021-11-12,Johnson&Johnson,16869754
European Union,2021-11-12,Moderna,61657682
European Union,2021-11-12,Novavax,169
European Union,2021-11-12,Oxford/AstraZeneca,67123337
European Union,2021-11-12,Pfizer/BioNTech,445556308
European Union,2021-11-12,Sanofi/GSK,0
European Union,2021-11-12,Sinopharm/Beijing,2157816
European Union,2021-11-12,Sinovac,8107
European Union,2021-11-12,Sputnik V,1845306
European Union,2021-11-12,Valneva,0
European Union,2021-11-13,Covaxin,100
European Union,2021-11-13,Johnson&Johnson,16885120
European Union,2021-11-13,Moderna,61710378
European Union,2021-11-13,Novavax,169
European Union,2021-11-13,Oxford/AstraZeneca,67123492
European Union,2021-11-13,Pfizer/BioNTech,446011264
European Union,2021-11-13,Sanofi/GSK,0
European Union,2021-11-13,Sinopharm/Beijing,2157816
European Union,2021-11-13,Sinovac,8107
European Union,2021-11-13,Sputnik V,1845306
European Union,2021-11-13,Valneva,0
European Union,2021-11-14,Covaxin,100
European Union,2021-11-14,Johnson&Johnson,16894583
European Union,2021-11-14,Moderna,61731833
European Union,2021-11-14,Novavax,169
European Union,2021-11-14,Oxford/AstraZeneca,67123532
European Union,2021-11-14,Pfizer/BioNTech,446193657
European Union,2021-11-14,Sanofi/GSK,0
European Union,2021-11-14,Sinopharm/Beijing,2157818
European Union,2021-11-14,Sinovac,8107
European Union,2021-11-14,Sputnik V,1845306
European Union,2021-11-14,Valneva,0
European Union,2021-11-15,Covaxin,100
European Union,2021-11-15,Johnson&Johnson,16913837
European Union,2021-11-15,Moderna,61795990
European Union,2021-11-15,Novavax,169
European Union,2021-11-15,Oxford/AstraZeneca,67123933
European Union,2021-11-15,Pfizer/BioNTech,446941193
European Union,2021-11-15,Sanofi/GSK,0
European Union,2021-11-15,Sinopharm/Beijing,2157818
European Union,2021-11-15,Sinovac,8108
European Union,2021-11-15,Sputnik V,1845306
European Union,2021-11-15,Valneva,0
European Union,2021-11-16,Covaxin,100
European Union,2021-11-16,Johnson&Johnson,16935658
European Union,2021-11-16,Moderna,61874991
European Union,2021-11-16,Novavax,169
European Union,2021-11-16,Oxford/AstraZeneca,67124252
European Union,2021-11-16,Pfizer/BioNTech,448025525
European Union,2021-11-16,Sanofi/GSK,0
European Union,2021-11-16,Sinopharm/Beijing,2157818
European Union,2021-11-16,Sinovac,8111
European Union,2021-11-16,Sputnik V,1845306
European Union,2021-11-16,Valneva,0
European Union,2021-11-17,Covaxin,100
European Union,2021-11-17,Johnson&Johnson,16954100
European Union,2021-11-17,Moderna,61953242
European Union,2021-11-17,Novavax,169
European Union,2021-11-17,Oxford/AstraZeneca,67124527
European Union,2021-11-17,Pfizer/BioNTech,449143303
European Union,2021-11-17,Sanofi/GSK,0
European Union,2021-11-17,Sinopharm/Beijing,2157819
European Union,2021-11-17,Sinovac,8111
European Union,2021-11-17,Sputnik V,1845306
European Union,2021-11-17,Valneva,0
European Union,2021-11-18,Covaxin,100
European Union,2021-11-18,Johnson&Johnson,16976225
European Union,2021-11-18,Moderna,62044319
European Union,2021-11-18,Novavax,169
European Union,2021-11-18,Oxford/AstraZeneca,67124875
European Union,2021-11-18,Pfizer/BioNTech,450316005
European Union,2021-11-18,Sanofi/GSK,0
European Union,2021-11-18,Sinopharm/Beijing,2157819
European Union,2021-11-18,Sinovac,8113
European Union,2021-11-18,Sputnik V,1845306
European Union,2021-11-18,Valneva,0
European Union,2021-11-19,Covaxin,100
European Union,2021-11-19,Johnson&Johnson,17133019
European Union,2021-11-19,Moderna,62667550
European Union,2021-11-19,Novavax,173
European Union,2021-11-19,Oxford/AstraZeneca,67127777
European Union,2021-11-19,Pfizer/BioNTech,455858957
European Union,2021-11-19,Sanofi/GSK,0
European Union,2021-11-19,Sinopharm/Beijing,2165008
European Union,2021-11-19,Sinovac,8162
European Union,2021-11-19,Sputnik V,1845350
European Union,2021-11-19,Valneva,0
European Union,2021-11-20,Covaxin,100
European Union,2021-11-20,Johnson&Johnson,17150084
European Union,2021-11-20,Moderna,62743979
European Union,2021-11-20,Novavax,173
European Union,2021-11-20,Oxford/AstraZeneca,67127968
European Union,2021-11-20,Pfizer/BioNTech,456468436
European Union,2021-11-20,Sanofi/GSK,0
European Union,2021-11-20,Sinopharm/Beijing,2165008
European Union,2021-11-20,Sinovac,8162
European Union,2021-11-20,Sputnik V,1845350
European Union,2021-11-20,Valneva,0
European Union,2021-11-21,Covaxin,100
European Union,2021-11-21,Johnson&Johnson,17159385
European Union,2021-11-21,Moderna,62777784
European Union,2021-11-21,Novavax,173
European Union,2021-11-21,Oxford/AstraZeneca,67128025
European Union,2021-11-21,Pfizer/BioNTech,456677217
European Union,2021-11-21,Sanofi/GSK,0
European Union,2021-11-21,Sinopharm/Beijing,2165008
European Union,2021-11-21,Sinovac,8162
European Union,2021-11-21,Sputnik V,1845350
European Union,2021-11-21,Valneva,0
European Union,2021-11-22,Covaxin,100
European Union,2021-11-22,Johnson&Johnson,17180166
European Union,2021-11-22,Moderna,62893217
European Union,2021-11-22,Novavax,173
European Union,2021-11-22,Oxford/AstraZeneca,67128361
European Union,2021-11-22,Pfizer/BioNTech,457588839
European Union,2021-11-22,Sanofi/GSK,0
European Union,2021-11-22,Sinopharm/Beijing,2165008
European Union,2021-11-22,Sinovac,8166
European Union,2021-11-22,Sputnik V,1845350
European Union,2021-11-22,Valneva,0
European Union,2021-11-23,Covaxin,100
European Union,2021-11-23,Johnson&Johnson,17205885
European Union,2021-11-23,Moderna,63039380
European Union,2021-11-23,Novavax,173
European Union,2021-11-23,Oxford/AstraZeneca,67128852
European Union,2021-11-23,Pfizer/BioNTech,458997346
European Union,2021-11-23,Sanofi/GSK,0
European Union,2021-11-23,Sinopharm/Beijing,2165008
European Union,2021-11-23,Sinovac,8167
European Union,2021-11-23,Sputnik V,1845350
European Union,2021-11-23,Valneva,0
European Union,2021-11-24,Covaxin,100
European Union,2021-11-24,Johnson&Johnson,17232770
European Union,2021-11-24,Moderna,63210504
European Union,2021-11-24,Novavax,173
European Union,2021-11-24,Oxford/AstraZeneca,67129461
European Union,2021-11-24,Pfizer/BioNTech,460587869
European Union,2021-11-24,Sanofi/GSK,0
European Union,2021-11-24,Sinopharm/Beijing,2165008
European Union,2021-11-24,Sinovac,8168
European Union,2021-11-24,Sputnik V,1845350
European Union,2021-11-24,Valneva,0
European Union,2021-11-25,Covaxin,100
European Union,2021-11-25,Johnson&Johnson,17260204
European Union,2021-11-25,Moderna,63407707
European Union,2021-11-25,Novavax,173
European Union,2021-11-25,Oxford/AstraZeneca,67130187
European Union,2021-11-25,Pfizer/BioNTech,462149891
European Union,2021-11-25,Sanofi/GSK,0
European Union,2021-11-25,Sinopharm/Beijing,2165008
European Union,2021-11-25,Sinovac,8170
European Union,2021-11-25,Sputnik V,1845350
European Union,2021-11-25,Valneva,0
European Union,2021-11-26,Covaxin,102
European Union,2021-11-26,Johnson&Johnson,17449790
European Union,2021-11-26,Moderna,64518369
European Union,2021-11-26,Novavax,175
European Union,2021-11-26,Oxford/AstraZeneca,67134023
European Union,2021-11-26,Pfizer/BioNTech,469484273
European Union,2021-11-26,Sanofi/GSK,0
European Union,2021-11-26,Sinopharm/Beijing,2189953
European Union,2021-11-26,Sinovac,8220
European Union,2021-11-26,Sputnik V,1845350
European Union,2021-11-26,Valneva,0
European Union,2021-11-27,Covaxin,102
European Union,2021-11-27,Johnson&Johnson,17470432
European Union,2021-11-27,Moderna,64743386
European Union,2021-11-27,Novavax,175
European Union,2021-11-27,Oxford/AstraZeneca,67134270
European Union,2021-11-27,Pfizer/BioNTech,470635442
European Union,2021-11-27,Sanofi/GSK,0
European Union,2021-11-27,Sinopharm/Beijing,2189953
European Union,2021-11-27,Sinovac,8220
European Union,2021-11-27,Sputnik V,1845350
European Union,2021-11-27,Valneva,0
European Union,2021-11-28,Covaxin,102
European Union,2021-11-28,Johnson&Johnson,17479054
European Union,2021-11-28,Moderna,64863401
European Union,2021-11-28,Novavax,175
European Union,2021-11-28,Oxford/AstraZeneca,67134352
European Union,2021-11-28,Pfizer/BioNTech,470973157
European Union,2021-11-28,Sanofi/GSK,0
European Union,2021-11-28,Sinopharm/Beijing,2189953
European Union,2021-11-28,Sinovac,8220
European Union,2021-11-28,Sputnik V,1845350
European Union,2021-11-28,Valneva,0
European Union,2021-11-29,Covaxin,102
European Union,2021-11-29,Johnson&Johnson,17496952
European Union,2021-11-29,Moderna,65155829
European Union,2021-11-29,Novavax,175
European Union,2021-11-29,Oxford/AstraZeneca,67134829
European Union,2021-11-29,Pfizer/BioNTech,472180127
European Union,2021-11-29,Sanofi/GSK,0
European Union,2021-11-29,Sinopharm/Beijing,2189953
European Union,2021-11-29,Sinovac,8221
European Union,2021-11-29,Sputnik V,1845350
European Union,2021-11-29,Valneva,0
European Union,2021-11-30,Covaxin,102
European Union,2021-11-30,Johnson&Johnson,17513636
European Union,2021-11-30,Moderna,65663024
European Union,2021-11-30,Novavax,175
European Union,2021-11-30,Oxford/AstraZeneca,67135474
European Union,2021-11-30,Pfizer/BioNTech,473807061
European Union,2021-11-30,Sanofi/GSK,0
European Union,2021-11-30,Sinopharm/Beijing,2189953
European Union,2021-11-30,Sinovac,8221
European Union,2021-11-30,Sputnik V,1845350
European Union,2021-11-30,Valneva,0
European Union,2021-12-01,Covaxin,102
European Union,2021-12-01,Johnson&Johnson,17527526
European Union,2021-12-01,Moderna,66338791
European Union,2021-12-01,Novavax,175
European Union,2021-12-01,Oxford/AstraZeneca,67136113
European Union,2021-12-01,Pfizer/BioNTech,475557254
European Union,2021-12-01,Sanofi/GSK,0
European Union,2021-12-01,Sinopharm/Beijing,2189953
European Union,2021-12-01,Sinovac,8224
European Union,2021-12-01,Sputnik V,1845350
European Union,2021-12-01,Valneva,0
European Union,2021-12-02,Covaxin,102
European Union,2021-12-02,Johnson&Johnson,17545203
European Union,2021-12-02,Moderna,67046135
European Union,2021-12-02,Novavax,175
European Union,2021-12-02,Oxford/AstraZeneca,67136878
European Union,2021-12-02,Pfizer/BioNTech,477290973
European Union,2021-12-02,Sanofi/GSK,0
European Union,2021-12-02,Sinopharm/Beijing,2189953
European Union,2021-12-02,Sinovac,8227
European Union,2021-12-02,Sputnik V,1845350
European Union,2021-12-02,Valneva,0
European Union,2021-12-03,Covaxin,104
European Union,2021-12-03,Johnson&Johnson,17674318
European Union,2021-12-03,Moderna,69317264
European Union,2021-12-03,Novavax,176
European Union,2021-12-03,Oxford/AstraZeneca,67139095
European Union,2021-12-03,Pfizer/BioNTech,485109531
European Union,2021-12-03,Sanofi/GSK,0
European Union,2021-12-03,Sinopharm/Beijing,2205639
European Union,2021-12-03,Sinovac,8261
European Union,2021-12-03,Sputnik V,1845350
European Union,2021-12-03,Valneva,0
European Union,2021-12-04,Covaxin,104
European Union,2021-12-04,Johnson&Johnson,17687425
European Union,2021-12-04,Moderna,70133611
European Union,2021-12-04,Novavax,176
European Union,2021-12-04,Oxford/AstraZeneca,67139656
European Union,2021-12-04,Pfizer/BioNTech,486268833
European Union,2021-12-04,Sanofi/GSK,0
European Union,2021-12-04,Sinopharm/Beijing,2205639
European Union,2021-12-04,Sinovac,8261
European Union,2021-12-04,Sputnik V,1845350
European Union,2021-12-04,Valneva,0
European Union,2021-12-05,Covaxin,104
European Union,2021-12-05,Johnson&Johnson,17692393
European Union,2021-12-05,Moderna,70493126
European Union,2021-12-05,Novavax,176
European Union,2021-12-05,Oxford/AstraZeneca,67139734
European Union,2021-12-05,Pfizer/BioNTech,486646314
European Union,2021-12-05,Sanofi/GSK,0
European Union,2021-12-05,Sinopharm/Beijing,2205639
European Union,2021-12-05,Sinovac,8261
European Union,2021-12-05,Sputnik V,1845350
European Union,2021-12-05,Valneva,0
European Union,2021-12-06,Covaxin,104
European Union,2021-12-06,Johnson&Johnson,17706503
European Union,2021-12-06,Moderna,71227255
European Union,2021-12-06,Novavax,176
European Union,2021-12-06,Oxford/AstraZeneca,67140406
European Union,2021-12-06,Pfizer/BioNTech,487911070
European Union,2021-12-06,Sanofi/GSK,0
European Union,2021-12-06,Sinopharm/Beijing,2205639
European Union,2021-12-06,Sinovac,8262
European Union,2021-12-06,Sputnik V,1845350
European Union,2021-12-06,Valneva,0
European Union,2021-12-07,Covaxin,104
European Union,2021-12-07,Johnson&Johnson,17720542
European Union,2021-12-07,Moderna,72236719
European Union,2021-12-07,Novavax,176
European Union,2021-12-07,Oxford/AstraZeneca,67141033
European Union,2021-12-07,Pfizer/BioNTech,489547044
European Union,2021-12-07,Sanofi/GSK,0
European Union,2021-12-07,Sinopharm/Beijing,2205639
European Union,2021-12-07,Sinovac,8262
European Union,2021-12-07,Sputnik V,1845350
European Union,2021-12-07,Valneva,0
European Union,2021-12-08,Covaxin,104
European Union,2021-12-08,Johnson&Johnson,17733896
European Union,2021-12-08,Moderna,73283125
European Union,2021-12-08,Novavax,176
European Union,2021-12-08,Oxford/AstraZeneca,67141637
European Union,2021-12-08,Pfizer/BioNTech,491047774
European Union,2021-12-08,Sanofi/GSK,0
European Union,2021-12-08,Sinopharm/Beijing,2205639
European Union,2021-12-08,Sinovac,8263
European Union,2021-12-08,Sputnik V,1845350
European Union,2021-12-08,Valneva,0
European Union,2021-12-09,Covaxin,104
European Union,2021-12-09,Johnson&Johnson,17746760
European Union,2021-12-09,Moderna,74434937
European Union,2021-12-09,Novavax,176
European Union,2021-12-09,Oxford/AstraZeneca,67142303
European Union,2021-12-09,Pfizer/BioNTech,492700558
European Union,2021-12-09,Sanofi/GSK,0
European Union,2021-12-09,Sinopharm/Beijing,2205639
European Union,2021-12-09,Sinovac,8263
European Union,2021-12-09,Sputnik V,1845350
European Union,2021-12-09,Valneva,0
European Union,2021-12-10,Covaxin,104
European Union,2021-12-10,Johnson&Johnson,17848905
European Union,2021-12-10,Moderna,77538703
European Union,2021-12-10,Novavax,177
European Union,2021-12-10,Oxford/AstraZeneca,67144236
European Union,2021-12-10,Pfizer/BioNTech,499850433
European Union,2021-12-10,Sanofi/GSK,0
European Union,2021-12-10,Sinopharm/Beijing,2221324
European Union,2021-12-10,Sinovac,8296
European Union,2021-12-10,Sputnik V,1845350
European Union,2021-12-10,Valneva,0
European Union,2021-12-11,Covaxin,104
European Union,2021-12-11,Johnson&Johnson,17856922
European Union,2021-12-11,Moderna,78747043
European Union,2021-12-11,Novavax,177
European Union,2021-12-11,Oxford/AstraZeneca,67144594
European Union,2021-12-11,Pfizer/BioNTech,500974705
European Union,2021-12-11,Sanofi/GSK,0
European Union,2021-12-11,Sinopharm/Beijing,2221324
European Union,2021-12-11,Sinovac,8296
European Union,2021-12-11,Sputnik V,1845350
European Union,2021-12-11,Valneva,0
European Union,2021-12-12,Covaxin,104
European Union,2021-12-12,Johnson&Johnson,17860376
European Union,2021-12-12,Moderna,79247365
European Union,2021-12-12,Novavax,177
European Union,2021-12-12,Oxford/AstraZeneca,67144707
European Union,2021-12-12,Pfizer/BioNTech,501335442
European Union,2021-12-12,Sanofi/GSK,0
European Union,2021-12-12,Sinopharm/Beijing,2221324
European Union,2021-12-12,Sinovac,8296
European Union,2021-12-12,Sputnik V,1845350
European Union,2021-12-12,Valneva,0
European Union,2021-12-13,Covaxin,104
European Union,2021-12-13,Johnson&Johnson,17869062
European Union,2021-12-13,Moderna,80256532
European Union,2021-12-13,Novavax,177
European Union,2021-12-13,Oxford/AstraZeneca,67145274
European Union,2021-12-13,Pfizer/BioNTech,502471896
European Union,2021-12-13,Sanofi/GSK,0
European Union,2021-12-13,Sinopharm/Beijing,2221324
European Union,2021-12-13,Sinovac,8296
European Union,2021-12-13,Sputnik V,1845350
European Union,2021-12-13,Valneva,0
European Union,2021-12-14,Covaxin,104
European Union,2021-12-14,Johnson&Johnson,17879080
European Union,2021-12-14,Moderna,81576294
European Union,2021-12-14,Novavax,177
European Union,2021-12-14,Oxford/AstraZeneca,67146073
European Union,2021-12-14,Pfizer/BioNTech,504097444
European Union,2021-12-14,Sanofi/GSK,0
European Union,2021-12-14,Sinopharm/Beijing,2221324
European Union,2021-12-14,Sinovac,8296
European Union,2021-12-14,Sputnik V,1845350
European Union,2021-12-14,Valneva,0
European Union,2021-12-15,Covaxin,104
European Union,2021-12-15,Johnson&Johnson,17888015
European Union,2021-12-15,Moderna,82977073
European Union,2021-12-15,Novavax,177
European Union,2021-12-15,Oxford/AstraZeneca,67146765
European Union,2021-12-15,Pfizer/BioNTech,505801194
European Union,2021-12-15,Sanofi/GSK,0
European Union,2021-12-15,Sinopharm/Beijing,2221326
European Union,2021-12-15,Sinovac,8296
European Union,2021-12-15,Sputnik V,1845350
European Union,2021-12-15,Valneva,0
European Union,2021-12-16,Covaxin,105
European Union,2021-12-16,Johnson&Johnson,17897052
European Union,2021-12-16,Moderna,84351201
European Union,2021-12-16,Novavax,177
European Union,2021-12-16,Oxford/AstraZeneca,67147718
European Union,2021-12-16,Pfizer/BioNTech,507522826
European Union,2021-12-16,Sanofi/GSK,0
European Union,2021-12-16,Sinopharm/Beijing,2221326
European Union,2021-12-16,Sinovac,8297
European Union,2021-12-16,Sputnik V,1845350
European Union,2021-12-16,Valneva,0
European Union,2021-12-17,Covaxin,106
European Union,2021-12-17,Johnson&Johnson,17970187
European Union,2021-12-17,Moderna,88660774
European Union,2021-12-17,Novavax,178
European Union,2021-12-17,Oxford/AstraZeneca,67149493
European Union,2021-12-17,Pfizer/BioNTech,515720030
European Union,2021-12-17,Sanofi/GSK,0
European Union,2021-12-17,Sinopharm/Beijing,2230033
European Union,2021-12-17,Sinovac,8333
European Union,2021-12-17,Sputnik V,1845350
European Union,2021-12-17,Valneva,0
European Union,2021-12-18,Covaxin,106
European Union,2021-12-18,Johnson&Johnson,17975011
European Union,2021-12-18,Moderna,89839037
European Union,2021-12-18,Novavax,178
European Union,2021-12-18,Oxford/AstraZeneca,67150131
European Union,2021-12-18,Pfizer/BioNTech,516864843
European Union,2021-12-18,Sanofi/GSK,0
European Union,2021-12-18,Sinopharm/Beijing,2230033
European Union,2021-12-18,Sinovac,8333
European Union,2021-12-18,Sputnik V,1845350
European Union,2021-12-18,Valneva,0
European Union,2021-12-19,Covaxin,106
European Union,2021-12-19,Johnson&Johnson,17977467
European Union,2021-12-19,Moderna,90374711
European Union,2021-12-19,Novavax,178
European Union,2021-12-19,Oxford/AstraZeneca,67150600
European Union,2021-12-19,Pfizer/BioNTech,517278117
European Union,2021-12-19,Sanofi/GSK,0
European Union,2021-12-19,Sinopharm/Beijing,2230033
European Union,2021-12-19,Sinovac,8333
European Union,2021-12-19,Sputnik V,1845350
European Union,2021-12-19,Valneva,0
European Union,2021-12-20,Covaxin,106
European Union,2021-12-20,Johnson&Johnson,17984844
European Union,2021-12-20,Moderna,91476166
European Union,2021-12-20,Novavax,178
European Union,2021-12-20,Oxford/AstraZeneca,67151309
European Union,2021-12-20,Pfizer/BioNTech,518456590
European Union,2021-12-20,Sanofi/GSK,0
European Union,2021-12-20,Sinopharm/Beijing,2230033
European Union,2021-12-20,Sinovac,8334
European Union,2021-12-20,Sputnik V,1845350
European Union,2021-12-20,Valneva,0
European Union,2021-12-21,Covaxin,106
European Union,2021-12-21,Johnson&Johnson,17993029
European Union,2021-12-21,Moderna,92743233
European Union,2021-12-21,Novavax,178
European Union,2021-12-21,Oxford/AstraZeneca,67152244
European Union,2021-12-21,Pfizer/BioNTech,519948733
European Union,2021-12-21,Sanofi/GSK,0
European Union,2021-12-21,Sinopharm/Beijing,2230033
European Union,2021-12-21,Sinovac,8335
European Union,2021-12-21,Sputnik V,1845350
European Union,2021-12-21,Valneva,0
European Union,2021-12-22,Covaxin,106
European Union,2021-12-22,Johnson&Johnson,18000328
European Union,2021-12-22,Moderna,93943665
European Union,2021-12-22,Novavax,178
European Union,2021-12-22,Oxford/AstraZeneca,67153114
European Union,2021-12-22,Pfizer/BioNTech,521343221
European Union,2021-12-22,Sanofi/GSK,0
European Union,2021-12-22,Sinopharm/Beijing,2230033
European Union,2021-12-22,Sinovac,8335
European Union,2021-12-22,Sputnik V,1845350
European Union,2021-12-22,Valneva,0
European Union,2021-12-23,Covaxin,106
European Union,2021-12-23,Johnson&Johnson,18006228
European Union,2021-12-23,Moderna,94800744
European Union,2021-12-23,Novavax,178
European Union,2021-12-23,Oxford/AstraZeneca,67153810
European Union,2021-12-23,Pfizer/BioNTech,522267657
European Union,2021-12-23,Sanofi/GSK,0
European Union,2021-12-23,Sinopharm/Beijing,2230033
European Union,2021-12-23,Sinovac,8335
European Union,2021-12-23,Sputnik V,1845350
European Union,2021-12-23,Valneva,0
European Union,2021-12-24,Covaxin,106
European Union,2021-12-24,Johnson&Johnson,18053291
European Union,2021-12-24,Moderna,97997032
European Union,2021-12-24,Novavax,178
European Union,2021-12-24,Oxford/AstraZeneca,67154757
European Union,2021-12-24,Pfizer/BioNTech,526656453
European Union,2021-12-24,Sanofi/GSK,0
European Union,2021-12-24,Sinopharm/Beijing,2236476
European Union,2021-12-24,Sinovac,8361
European Union,2021-12-24,Sputnik V,1845358
European Union,2021-12-24,Valneva,0
European Union,2021-12-25,Covaxin,106
European Union,2021-12-25,Johnson&Johnson,18053686
European Union,2021-12-25,Moderna,98034615
European Union,2021-12-25,Novavax,178
European Union,2021-12-25,Oxford/AstraZeneca,67154896
European Union,2021-12-25,Pfizer/BioNTech,526697010
European Union,2021-12-25,Sanofi/GSK,0
European Union,2021-12-25,Sinopharm/Beijing,2236476
European Union,2021-12-25,Sinovac,8361
European Union,2021-12-25,Sputnik V,1845358
European Union,2021-12-25,Valneva,0
European Union,2021-12-26,Covaxin,106
European Union,2021-12-26,Johnson&Johnson,18054080
European Union,2021-12-26,Moderna,98225856
European Union,2021-12-26,Novavax,178
European Union,2021-12-26,Oxford/AstraZeneca,67154989
European Union,2021-12-26,Pfizer/BioNTech,526825196
European Union,2021-12-26,Sanofi/GSK,0
European Union,2021-12-26,Sinopharm/Beijing,2236476
European Union,2021-12-26,Sinovac,8361
European Union,2021-12-26,Sputnik V,1845358
European Union,2021-12-26,Valneva,0
European Union,2021-12-27,Covaxin,106
European Union,2021-12-27,Johnson&Johnson,18058530
European Union,2021-12-27,Moderna,99186426
European Union,2021-12-27,Novavax,178
European Union,2021-12-27,Oxford/AstraZeneca,67155636
European Union,2021-12-27,Pfizer/BioNTech,527727197
European Union,2021-12-27,Sanofi/GSK,0
European Union,2021-12-27,Sinopharm/Beijing,2236476
European Union,2021-12-27,Sinovac,8361
European Union,2021-12-27,Sputnik V,1845358
European Union,2021-12-27,Valneva,0
European Union,2021-12-28,Covaxin,106
European Union,2021-12-28,Johnson&Johnson,18064521
European Union,2021-12-28,Moderna,100290846
European Union,2021-12-28,Novavax,178
European Union,2021-12-28,Oxford/AstraZeneca,67156388
European Union,2021-12-28,Pfizer/BioNTech,528829327
European Union,2021-12-28,Sanofi/GSK,0
European Union,2021-12-28,Sinopharm/Beijing,2236476
European Union,2021-12-28,Sinovac,8361
European Union,2021-12-28,Sputnik V,1845358
European Union,2021-12-28,Valneva,0
European Union,2021-12-29,Covaxin,106
European Union,2021-12-29,Johnson&Johnson,18070202
European Union,2021-12-29,Moderna,101326860
European Union,2021-12-29,Novavax,178
European Union,2021-12-29,Oxford/AstraZeneca,67157239
European Union,2021-12-29,Pfizer/BioNTech,529865663
European Union,2021-12-29,Sanofi/GSK,0
European Union,2021-12-29,Sinopharm/Beijing,2236476
European Union,2021-12-29,Sinovac,8364
European Union,2021-12-29,Sputnik V,1845358
European Union,2021-12-29,Valneva,0
European Union,2021-12-30,Covaxin,106
European Union,2021-12-30,Johnson&Johnson,18075515
European Union,2021-12-30,Moderna,102182990
European Union,2021-12-30,Novavax,178
European Union,2021-12-30,Oxford/AstraZeneca,67157806
European Union,2021-12-30,Pfizer/BioNTech,530686955
European Union,2021-12-30,Sanofi/GSK,0
European Union,2021-12-30,Sinopharm/Beijing,2236476
European Union,2021-12-30,Sinovac,8364
European Union,2021-12-30,Sputnik V,1845358
European Union,2021-12-30,Valneva,0
European Union,2021-12-31,Covaxin,107
European Union,2021-12-31,Johnson&Johnson,18115996
European Union,2021-12-31,Moderna,105732792
European Union,2021-12-31,Novavax,178
European Union,2021-12-31,Oxford/AstraZeneca,67158736
European Union,2021-12-31,Pfizer/BioNTech,534371752
European Union,2021-12-31,Sanofi/GSK,0
European Union,2021-12-31,Sinopharm/Beijing,2243385
European Union,2021-12-31,Sinovac,8377
European Union,2021-12-31,Sputnik V,1845358
European Union,2021-12-31,Valneva,0
European Union,2022-01-01,Covaxin,107
European Union,2022-01-01,Johnson&Johnson,18116152
European Union,2022-01-01,Moderna,105801388
European Union,2022-01-01,Novavax,178
European Union,2022-01-01,Oxford/AstraZeneca,67158818
European Union,2022-01-01,Pfizer/BioNTech,534419005
European Union,2022-01-01,Sanofi/GSK,0
European Union,2022-01-01,Sinopharm/Beijing,2243385
European Union,2022-01-01,Sinovac,8377
European Union,2022-01-01,Sputnik V,1845358
European Union,2022-01-01,Valneva,0
European Union,2022-01-02,Covaxin,107
European Union,2022-01-02,Johnson&Johnson,18117004
European Union,2022-01-02,Moderna,106135291
European Union,2022-01-02,Novavax,178
European Union,2022-01-02,Oxford/AstraZeneca,67158903
European Union,2022-01-02,Pfizer/BioNTech,534677055
European Union,2022-01-02,Sanofi/GSK,0
European Union,2022-01-02,Sinopharm/Beijing,2243385
European Union,2022-01-02,Sinovac,8377
European Union,2022-01-02,Sputnik V,1845358
European Union,2022-01-02,Valneva,0
European Union,2022-01-03,Covaxin,107
European Union,2022-01-03,Johnson&Johnson,18123145
European Union,2022-01-03,Moderna,107086472
European Union,2022-01-03,Novavax,178
European Union,2022-01-03,Oxford/AstraZeneca,67159465
European Union,2022-01-03,Pfizer/BioNTech,535560902
European Union,2022-01-03,Sanofi/GSK,0
European Union,2022-01-03,Sinopharm/Beijing,2243385
European Union,2022-01-03,Sinovac,8377
European Union,2022-01-03,Sputnik V,1845358
European Union,2022-01-03,Valneva,0
European Union,2022-01-04,Covaxin,107
European Union,2022-01-04,Johnson&Johnson,18130605
European Union,2022-01-04,Moderna,108244985
European Union,2022-01-04,Novavax,178
European Union,2022-01-04,Oxford/AstraZeneca,67160677
