COUNTRY,ISO3,WHO_REGION,DATA_SOURCE,DATE_UPDATED,TOTAL_VACCINATIONS,PERSONS_VACCINATED_1PLUS_DOSE,TOTAL_VACCINATIONS_PER100,PERSONS_VACCINATED_1PLUS_DOSE_PER100,PERSONS_FULLY_VACCINATED,PERSONS_FULLY_VACCINATED_PER100,VACCINES_USED,FIRST_VACCINE_DATE,NUMBER_VACCINES_TYPES_USED,PERSONS_BOOSTER_ADD_DOSE,PERSONS_BOOSTER_ADD_DOSE_PER100
Iran (Islamic Republic of),IRN,EMRO,REPORTING,2022-09-26,154418093.0,65043431.0,183.846,77.439,58431299.0,69.567,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Bharat - Covaxin,CanSino - Convidecia,Finlay - Soberana-02,Gamaleya - Gam-Covid-Vac,Gamaleya - Sputnik-Light,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty,Shifa - COVIran Barakat,Sinovac - CoronaVac",2021-02-09,12.0,30943363.0,36.84
Iraq,IRQ,EMRO,REPORTING,2022-09-22,19264920.0,11163251.0,47.896,27.754,7852141.0,19.522,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Bharat - Covaxin,CanSino - Convidecia,Gamaleya - Gam-Covid-Vac,Gamaleya - Sputnik-Light,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty,Sinovac - CoronaVac",2021-03-02,10.0,249528.0,0.62
Ireland,IRL,EURO,REPORTING,2022-09-18,11615622.0,4039917.0,234.0,83.918,4004730.0,80.668,"AstraZeneca - Vaxzevria,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Novavax-NUVAXOVID,Pfizer BioNTech - Comirnaty",2020-12-30,5.0,3009147.0,60.614
Isle of Man,IMN,EURO,OWID,2022-06-23,189994.0,69560.0,223.438,81.804,67106.0,78.919,"Moderna - mRNA-1273, AstraZeneca - AZD1222, Pfizer BioNTech - Comirnaty",,3.0,53328.0,62.715
Israel,ISR,EURO,REPORTING,2022-06-05,15026951.0,7055466.0,173.6,81.514,6385731.0,73.776,"AstraZeneca - Vaxzevria,Moderna - Spikevax,Pfizer BioNTech - Comirnaty",2020-12-16,3.0,1585754.0,18.321
Italy,ITA,EURO,REPORTING,2022-09-18,139417799.0,50431965.0,233.8,84.563,47506703.0,79.654,"AstraZeneca - Vaxzevria,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Novavax-NUVAXOVID,Pfizer BioNTech - Comirnaty",2020-12-23,5.0,42958499.0,72.028
Jamaica,JAM,AMRO,REPORTING,2022-09-16,1487460.0,831009.0,50.232,28.064,729853.0,24.647,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Janssen - Ad26.COV 2-S,Pfizer BioNTech - Comirnaty,SII - Covishield",2021-03-10,5.0,44458.0,1.501
Japan,JPN,WPRO,REPORTING,2022-09-16,321037169.0,104184141.0,253.832,82.374,102772415.0,81.258,"AstraZeneca - Vaxzevria,Moderna - Spikevax,Novavax-NUVAXOVID,Pfizer BioNTech - Comirnaty",2021-02-17,4.0,82001133.0,64.835
Jersey,JEY,EURO,OWID,2022-09-25,245039.0,84019.0,227.317,77.943,81421.0,75.532,"Moderna - mRNA-1273, AstraZeneca - AZD1222, Pfizer BioNTech - Comirnaty",,3.0,73330.0,68.027
Jordan,JOR,EMRO,REPORTING,2022-08-21,10057975.0,4821579.0,98.577,47.256,4558313.0,44.676,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Bharat - Covaxin,CanSino - Convidecia,Gamaleya - Gam-Covid-Vac,Gamaleya - Sputnik-Light,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty,Sinovac - CoronaVac",2021-01-13,10.0,682211.0,6.686
Kazakhstan,KAZ,EURO,REPORTING,2022-09-11,28534676.0,10962519.0,152.0,58.384,11555786.0,61.543,"Beijing CNBG - BBIBP-CorV,Gamaleya - Gam-Covid-Vac,Pfizer BioNTech - Comirnaty,RIBSP - QazVac,Sinovac - CoronaVac",2021-04-07,5.0,5210239.0,27.748
Kenya,KEN,AFRO,REPORTING,2022-09-18,21281086.0,13460152.0,39.577,25.032,9985687.0,18.571,"Beijing CNBG - BBIBP-CorV,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty,SII - Covishield",2021-03-05,5.0,,
Kiribati,KIR,WPRO,REPORTING,2022-08-19,159883.0,82774.0,133.85,69.297,62876.0,52.638,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV",2021-05-26,2.0,14233.0,11.916
Kosovo,XKX,EURO,REPORTING,2022-09-04,1835336.0,904135.0,102.2,50.351,824296.0,45.905,"AstraZeneca - Vaxzevria,Pfizer BioNTech - Comirnaty",2021-03-31,2.0,105178.0,5.857
Kuwait,KWT,EMRO,REPORTING,2022-09-28,8214656.0,3445141.0,192.355,80.672,3337299.0,78.146,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Bharat - Covaxin,CanSino - Convidecia,Gamaleya - Gam-Covid-Vac,Gamaleya - Sputnik-Light,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty,Sinovac - CoronaVac",2020-12-28,10.0,1432216.0,33.537
Kyrgyzstan,KGZ,EURO,REPORTING,2022-09-18,2970097.0,1465468.0,45.5,22.462,1296339.0,19.87,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Gamaleya - Gam-Covid-Vac,Moderna - Spikevax,Pfizer BioNTech - Comirnaty,RIBSP - QazVac",2021-03-31,6.0,208290.0,3.193
Lao People's Democratic Republic,LAO,WPRO,REPORTING,2022-08-18,12121844.0,5901442.0,166.61,81.113,5238376.0,72.0,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Gamaleya - Gam-Covid-Vac,Gamaleya - Sputnik-Light,Janssen - Ad26.COV 2-S,Pfizer BioNTech - Comirnaty,SII - Covishield,Sinovac - CoronaVac",2020-11-25,8.0,1795114.0,24.673
Latvia,LVA,EURO,REPORTING,2022-09-18,2847648.0,1303023.0,149.3,68.304,1271589.0,66.656,"AstraZeneca - Vaxzevria,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Novavax-NUVAXOVID,Pfizer BioNTech - Comirnaty",2020-12-30,5.0,541299.0,28.375
Lebanon,LBN,EMRO,REPORTING,2022-09-26,5778363.0,2727295.0,84.659,39.958,2402926.0,35.205,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Bharat - Covaxin,CanSino - Convidecia,Gamaleya - Gam-Covid-Vac,Gamaleya - Sputnik-Light,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty,Sinovac - CoronaVac",2021-02-14,10.0,648142.0,9.496
Lesotho,LSO,AFRO,REPORTING,2022-08-14,1102069.0,1631364.0,51.444,76.152,872661.0,40.736,"Beijing CNBG - BBIBP-CorV,Janssen - Ad26.COV 2-S,SII - Covishield",2021-03-10,3.0,,
Liberia,LBR,AFRO,REPORTING,2022-09-18,3657724.0,3634393.0,72.32,71.859,3062225.0,60.546,SII - Covishield,2021-04-01,1.0,,
Libya,LBY,EMRO,REPORTING,2022-09-21,3710544.0,2304757.0,54.001,33.542,1229045.0,17.887,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Bharat - Covaxin,CanSino - Convidecia,Gamaleya - Gam-Covid-Vac,Gamaleya - Sputnik-Light,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty,Sinovac - CoronaVac",2021-04-11,10.0,176742.0,2.572
Liechtenstein,LIE,OTHER,REPORTING,2022-04-10,71104.0,26681.0,183.5,68.86,26346.0,67.995,"Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty",2021-01-06,3.0,18310.0,47.255
Lithuania,LTU,EURO,REPORTING,2022-09-18,4487030.0,1954306.0,160.6,70.098,1904554.0,68.164,"AstraZeneca - Vaxzevria,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty,Unknown Vaccine",2020-12-23,5.0,896546.0,32.087
Luxembourg,LUX,EURO,REPORTING,2022-09-18,1310850.0,469350.0,209.4,74.963,462686.0,73.899,"AstraZeneca - Vaxzevria,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Novavax-NUVAXOVID,Pfizer BioNTech - Comirnaty",2020-12-30,5.0,366860.0,58.594
Madagascar,MDG,AFRO,REPORTING,2022-09-18,1871165.0,1579817.0,6.757,5.705,1515383.0,5.472,"Beijing CNBG - BBIBP-CorV,Janssen - Ad26.COV 2-S,SII - Covishield",2021-05-10,3.0,,
Malawi,MWI,AFRO,REPORTING,2022-09-18,4575245.0,3162840.0,23.917,16.533,2378583.0,12.434,"Janssen - Ad26.COV 2-S,SII - Covishield",2021-03-11,2.0,,
Malaysia,MYS,WPRO,REPORTING,2022-09-18,72105683.0,28098910.0,222.782,86.816,27503689.0,84.977,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,CanSino - Convidecia,Gamaleya - Gam-Covid-Vac,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty,Sinovac - CoronaVac",2021-02-24,8.0,16229273.0,50.143
Maldives,MDV,SEARO,REPORTING,2022-09-26,950888.0,399102.0,175.913,73.833,384963.0,71.218,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Gamaleya - Gam-Covid-Vac,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty,SII - Covishield,Sinovac - CoronaVac",2021-02-01,8.0,166823.0,30.862
Mali,MLI,AFRO,REPORTING,2022-09-18,3126178.0,2283516.0,15.437,11.276,1743277.0,8.608,SII - Covishield,2021-03-31,1.0,,
Malta,MLT,EURO,REPORTING,2022-09-18,1273308.0,450407.0,247.5,87.532,444782.0,86.439,"AstraZeneca - Vaxzevria,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty",2020-12-23,4.0,351882.0,68.384
Marshall Islands,MHL,WPRO,REPORTING,2022-08-26,101728.0,43299.0,171.855,73.148,35343.0,59.707,"Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty",2020-12-29,3.0,18053.0,30.498
Martinique,MTQ,AMRO,REPORTING,2022-09-16,391311.0,149803.0,104.276,39.919,144597.0,38.532,Pfizer BioNTech - Comirnaty,,1.0,91508.0,24.385
Mauritania,MRT,AFRO,REPORTING,2022-09-04,3251620.0,2005049.0,69.932,43.123,1423899.0,30.624,"Beijing CNBG - BBIBP-CorV,SII - Covishield",2021-03-26,2.0,,
Mauritius,MUS,AFRO,REPORTING,2022-09-18,2583907.0,1021934.0,203.174,80.355,977728.0,76.879,"Beijing CNBG - BBIBP-CorV,Bharat - Covaxin,SII - Covishield",2021-01-26,3.0,,
Mexico,MEX,AMRO,REPORTING,2022-09-16,209673612.0,97018292.0,162.622,75.247,79947470.0,62.007,"AstraZeneca - Vaxzevria,CanSino - Convidecia,Gamaleya - Gam-Covid-Vac,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty,Sinovac - CoronaVac",2020-12-24,7.0,57014052.0,44.22
Micronesia (Federated States of),FSM,WPRO,REPORTING,2022-08-20,170346.0,70204.0,148.097,61.035,66174.0,57.531,"AstraZeneca - Vaxzevria,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty",2021-01-13,4.0,30537.0,26.549
Monaco,MCO,EURO,REPORTING,2022-01-02,58294.0,23460.0,148.5,59.78,23356.0,59.515,"AstraZeneca - Vaxzevria,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Novavax - Covavax,Novavax-NUVAXOVID,Pfizer BioNTech - Comirnaty",2021-06-30,6.0,11478.0,29.248
Mongolia,MNG,WPRO,REPORTING,2022-09-16,5657340.0,2282141.0,172.57,69.614,2182631.0,66.578,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Gamaleya - Gam-Covid-Vac,Moderna - Spikevax,Pfizer BioNTech - Comirnaty,SII - Covishield",2021-02-23,6.0,1054108.0,32.154
Montenegro,MNE,EURO,REPORTING,2022-09-11,526467.0,272415.0,83.8,43.806,254052.0,40.853,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Gamaleya - Gam-Covid-Vac,Pfizer BioNTech - Comirnaty,Unknown Vaccine",2021-02-24,5.0,0.0,0.0
Montserrat,MSR,AMRO,REPORTING,2022-09-16,4544.0,2099.0,90.898,41.988,1935.0,38.708,AstraZeneca - Vaxzevria,2021-02-08,1.0,510.0,10.202
Morocco,MAR,EMRO,REPORTING,2022-09-28,55269802.0,25003222.0,149.74,67.74,23499339.0,63.666,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Bharat - Covaxin,CanSino - Convidecia,Gamaleya - Gam-Covid-Vac,Gamaleya - Sputnik-Light,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty,Sinovac - CoronaVac",2021-01-28,10.0,6864954.0,18.599
Mozambique,MOZ,AFRO,REPORTING,2022-09-18,19127825.0,13465329.0,61.198,43.082,12861896.0,41.151,"Beijing CNBG - BBIBP-CorV,Janssen - Ad26.COV 2-S,SII - Covishield",2021-03-08,3.0,,
Myanmar,MMR,SEARO,REPORTING,2022-06-18,64549994.0,34777314.0,118.637,63.917,27545329.0,50.626,"Beijing CNBG - BBIBP-CorV,SII - Covishield",2021-01-27,2.0,2227351.0,4.094
Namibia,NAM,AFRO,REPORTING,2022-09-18,952713.0,587544.0,37.495,23.123,514487.0,20.248,"Beijing CNBG - BBIBP-CorV,Janssen - Ad26.COV 2-S,Pfizer BioNTech - Comirnaty,SII - Covishield",2021-03-19,4.0,,
Nauru,NRU,WPRO,REPORTING,2022-03-31,22976.0,9464.0,212.073,87.355,8585.0,79.241,"AstraZeneca - Vaxzevria,SII - Covishield",2021-04-09,2.0,4927.0,45.477
Nepal,NPL,SEARO,REPORTING,2022-09-25,57909436.0,27148456.0,198.75,93.176,22565230.0,77.446,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Bharat - Covaxin,Gamaleya - Gam-Covid-Vac,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty,SII - Covishield",2021-01-27,8.0,8195750.0,28.129
Netherlands,NLD,EURO,REPORTING,2022-09-11,36105753.0,12776868.0,207.4,73.398,11957152.0,68.689,"AstraZeneca - Vaxzevria,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Novavax-NUVAXOVID,Pfizer BioNTech - Comirnaty,Unknown Vaccine",2021-01-06,6.0,9417108.0,54.098
New Caledonia,NCL,WPRO,REPORTING,2022-08-29,465964.0,188411.0,163.211,65.994,184459.0,64.61,"Janssen - Ad26.COV 2-S,Pfizer BioNTech - Comirnaty",2021-01-20,2.0,93094.0,32.608
New Zealand,NZL,WPRO,REPORTING,2022-09-16,11746117.0,4257650.0,243.583,88.292,4096019.0,84.94,"AstraZeneca - Vaxzevria,Janssen - Ad26.COV 2-S,Novavax-NUVAXOVID,Pfizer BioNTech - Comirnaty",2021-02-19,4.0,2707163.0,56.139
Nicaragua,NIC,AMRO,REPORTING,2022-09-16,11780033.0,6060697.0,177.824,91.488,5719336.0,86.335,"AstraZeneca - Vaxzevria,CIGB - CIGB-66,Finlay - Soberana Plus,Finlay - Soberana-02,Gamaleya - Gam-Covid-Vac,Gamaleya - Sputnik-Light,Janssen - Ad26.COV 2-S,Pfizer BioNTech - Comirnaty,SII - Covishield",2021-03-03,9.0,,
Niger,NER,AFRO,REPORTING,2022-09-11,4534313.0,3740079.0,18.732,15.451,2980972.0,12.315,"Beijing CNBG - BBIBP-CorV,SII - Covishield",2021-03-29,2.0,,
Nigeria,NGA,AFRO,REPORTING,2022-09-18,70896744.0,46710345.0,34.393,22.66,33808662.0,16.401,SII - Covishield,2021-03-05,1.0,,
Niue,NIU,WPRO,REPORTING,2022-08-02,4180.0,1650.0,258.344,101.978,1436.0,88.752,Pfizer BioNTech - Comirnaty,2021-06-08,1.0,1094.0,67.614
North Macedonia,MKD,EURO,REPORTING,2022-09-11,1861305.0,854279.0,89.3,41.145,837818.0,40.352,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Gamaleya - Gam-Covid-Vac,Moderna - Spikevax,Pfizer BioNTech - Comirnaty,Sinovac - CoronaVac,Wuhan CNBG - Inactivated",2021-02-17,7.0,161107.0,7.759
Northern Mariana Islands (Commonwealth of the),MNP,WPRO,REPORTING,2022-05-27,110882.0,44814.0,192.647,77.86,43944.0,76.349,"Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty",2020-12-19,3.0,23286.0,40.457
Norway,NOR,EURO,REPORTING,2022-09-18,11384475.0,4343603.0,212.1,80.923,4057693.0,75.596,"AstraZeneca - Vaxzevria,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty",2020-12-23,4.0,2990267.0,55.71
occupied Palestinian territory,PSE,EMRO,REPORTING,2022-08-09,3741181.0,2010433.0,73.336,39.409,1774298.0,34.781,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Bharat - Covaxin,CanSino - Convidecia,Gamaleya - Gam-Covid-Vac,Gamaleya - Sputnik-Light,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty,Sinovac - CoronaVac",2021-02-02,10.0,334586.0,6.559
Oman,OMN,EMRO,REPORTING,2022-09-27,7108547.0,3279632.0,139.202,64.223,3047955.0,59.686,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Bharat - Covaxin,CanSino - Convidecia,Gamaleya - Gam-Covid-Vac,Gamaleya - Sputnik-Light,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty,SII - Covishield,Sinovac - CoronaVac",2020-12-29,11.0,780960.0,15.293
Pakistan,PAK,EMRO,REPORTING,2022-09-25,310629295.0,153628995.0,140.625,69.549,131226523.0,59.407,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Bharat - Covaxin,CanSino - Convidecia,Gamaleya - Gam-Covid-Vac,Gamaleya - Sputnik-Light,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty,SII - Covishield,Sinovac - CoronaVac",2021-02-03,11.0,43603347.0,19.74
Palau,PLW,WPRO,REPORTING,2022-09-06,50160.0,20094.0,277.25,111.066,18403.0,101.719,"Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty",2021-01-03,3.0,12856.0,71.059
Panama,PAN,AMRO,REPORTING,2022-09-16,8596144.0,3500120.0,199.226,81.12,3147019.0,72.936,"AstraZeneca - Vaxzevria,Pfizer BioNTech - Comirnaty",2021-01-20,2.0,1718245.0,39.822
Papua New Guinea,PNG,WPRO,REPORTING,2022-09-18,485119.0,352536.0,5.422,3.94,292910.0,3.274,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Janssen - Ad26.COV 2-S,SII - Covishield",2021-03-30,4.0,26737.0,0.299
Paraguay,PRY,AMRO,REPORTING,2022-09-16,9364504.0,3960665.0,131.293,55.53,3508475.0,49.19,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Bharat - Covaxin,Gamaleya - Gam-Covid-Vac,Julphar - Hayat-Vax,Moderna - Spikevax,Pfizer BioNTech - Comirnaty,Sinovac - CoronaVac",2021-02-22,8.0,1599164.0,22.421
Peru,PER,AMRO,REPORTING,2022-09-16,83792729.0,29852057.0,254.134,90.538,28181183.0,85.47,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Moderna - Spikevax,Pfizer BioNTech - Comirnaty",2021-02-09,4.0,20930871.0,63.481
Philippines,PHL,WPRO,REPORTING,2022-09-15,164304227.0,77470954.0,149.939,70.697,72853661.0,66.484,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Bharat - Covaxin,Gamaleya - Gam-Covid-Vac,Gamaleya - Sputnik-Light,Janssen - Ad26.COV 2-S,Julphar - Hayat-Vax,Moderna - Spikevax,Novavax-NUVAXOVID,Pfizer BioNTech - Comirnaty,Sinovac - CoronaVac",2021-03-01,11.0,18779611.0,17.138
Pitcairn Islands,PCN,WPRO,REPORTING,2022-02-28,138.0,55.0,276.0,110.0,37.0,74.0,AstraZeneca - Vaxzevria,2021-05-17,1.0,23.0,46.0
Poland,POL,EURO,REPORTING,2022-09-18,54976906.0,22876056.0,144.8,60.267,22579467.0,59.485,"AstraZeneca - Vaxzevria,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Novavax-NUVAXOVID,Pfizer BioNTech - Comirnaty",2020-12-23,5.0,12354319.0,32.547
Portugal,PRT,EURO,REPORTING,2022-09-18,25139837.0,9754789.0,244.2,97.007,8918454.0,86.621,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Bharat - Covaxin,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Novavax-NUVAXOVID,Pfizer BioNTech - Comirnaty,Sinovac - CoronaVac",2020-12-23,8.0,6902946.0,67.046
Puerto Rico,PRI,AMRO,REPORTING,2022-09-16,7587081.0,3107744.0,265.203,108.63,2710134.0,94.732,"Janssen - Ad26.COV 2-S,Moderna - Spikevax,Novavax-NUVAXOVID,Pfizer BioNTech - Comirnaty",,4.0,1665209.0,58.207
Qatar,QAT,EMRO,REPORTING,2022-09-28,7491345.0,2806774.0,260.021,97.422,2805773.0,97.387,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Bharat - Covaxin,CanSino - Convidecia,Gamaleya - Gam-Covid-Vac,Gamaleya - Sputnik-Light,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty,Sinovac - CoronaVac",,10.0,1878798.0,65.212
Republic of Korea,KOR,WPRO,REPORTING,2022-09-16,130693258.0,45109586.0,254.916,87.986,44672314.0,87.133,"AstraZeneca - Vaxzevria,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Novavax-NUVAXOVID,Pfizer BioNTech - Comirnaty",2021-02-26,5.0,33579314.0,65.496
Republic of Moldova,MDA,EURO,REPORTING,2022-09-18,2241785.0,1101302.0,55.6,27.301,1071341.0,26.558,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Gamaleya - Gam-Covid-Vac,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty,Sinovac - CoronaVac",2021-03-03,7.0,370563.0,9.186
Romania,ROU,EURO,REPORTING,2022-09-18,16079395.0,8182350.0,83.2,42.332,8134941.0,42.087,"AstraZeneca - Vaxzevria,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty",2021-01-27,4.0,1760526.0,9.108
Russian Federation,RUS,EURO,OWID,2022-09-28,175974391.0,84218429.0,120.6,57.71,76640472.0,52.517,"SRCVB - EpiVacCorona, Gamaleya - Sputnik V",,2.0,,
Rwanda,RWA,AFRO,REPORTING,2022-09-18,26080356.0,9172811.0,201.358,70.82,8938849.0,69.014,"Beijing CNBG - BBIBP-CorV,Gamaleya - Gam-Covid-Vac,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty,SII - Covishield,Sinovac - CoronaVac",2021-03-05,7.0,,
Saba,XCA,AMRO,REPORTING,2022-09-16,4471.0,1687.0,231.298,87.274,1657.0,85.722,,,,1127.0,58.303
Saint Helena,SHN,AFRO,OWID,2021-05-05,7892.0,4361.0,129.995,71.833,3531.0,58.162,AstraZeneca - AZD1222,,1.0,,
Saint Kitts and Nevis,KNA,AMRO,REPORTING,2022-09-16,64225.0,33794.0,120.742,63.532,26944.0,50.654,"AstraZeneca - Vaxzevria,Pfizer BioNTech - Comirnaty,SII - Covishield",2021-02-22,3.0,3465.0,6.514
Saint Lucia,LCA,AMRO,REPORTING,2022-09-16,122552.0,59973.0,66.74,32.66,54780.0,29.832,"AstraZeneca - Vaxzevria,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty,SII - Covishield",2021-02-17,5.0,7799.0,4.247
Saint Vincent and the Grenadines,VCT,AMRO,REPORTING,2022-09-16,72687.0,37220.0,65.519,33.55,31319.0,28.231,"AstraZeneca - Vaxzevria,Gamaleya - Gam-Covid-Vac,Gamaleya - Sputnik-Light,Pfizer BioNTech - Comirnaty,SII - Covishield",2021-02-01,5.0,4148.0,3.739
Samoa,WSM,WPRO,REPORTING,2022-09-12,510313.0,230407.0,257.196,116.124,211455.0,106.573,"AstraZeneca - Vaxzevria,Pfizer BioNTech - Comirnaty",2021-04-18,2.0,68451.0,34.499
San Marino,SMR,EURO,REPORTING,2022-05-22,69338.0,26357.0,204.3,76.501,23633.0,68.595,"Gamaleya - Gam-Covid-Vac,Pfizer BioNTech - Comirnaty",2021-02-24,2.0,19348.0,56.158
Sao Tome and Principe,STP,AFRO,REPORTING,2022-09-18,227479.0,127366.0,103.796,58.116,103349.0,47.157,"AstraZeneca - Vaxzevria,SII - Covishield",2021-03-15,2.0,,
Saudi Arabia,SAU,EMRO,REPORTING,2022-09-27,67839503.0,26892699.0,194.863,77.247,25290533.0,72.645,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Bharat - Covaxin,CanSino - Convidecia,Gamaleya - Gam-Covid-Vac,Gamaleya - Sputnik-Light,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty,Sinovac - CoronaVac",2021-01-06,10.0,15656271.0,44.971
Senegal,SEN,AFRO,REPORTING,2022-09-18,2165205.0,1504180.0,12.931,8.983,1116294.0,6.667,"Beijing CNBG - BBIBP-CorV,Janssen - Ad26.COV 2-S,SII - Covishield",2021-02-23,3.0,,
Serbia,SRB,EURO,REPORTING,2022-06-12,6708547.0,3391961.0,96.9,48.969,3316586.0,47.881,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Gamaleya - Gam-Covid-Vac,Moderna - Spikevax,Pfizer BioNTech - Comirnaty",2020-12-23,5.0,0.0,0.0
Seychelles,SYC,AFRO,REPORTING,2022-09-18,215016.0,85472.0,218.63,86.909,81244.0,82.61,"Beijing CNBG - BBIBP-CorV,Gamaleya - Gam-Covid-Vac,Julphar - Hayat-Vax,SII - Covishield",2021-01-10,4.0,,
Sierra Leone,SLE,AFRO,REPORTING,2022-09-18,4258299.0,3122384.0,53.382,39.142,2414975.0,30.274,"Beijing CNBG - BBIBP-CorV,SII - Covishield",2021-03-15,2.0,,
Singapore,SGP,WPRO,REPORTING,2022-09-12,14326294.0,5024384.0,244.88,85.882,5004693.0,85.545,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Moderna - Spikevax,Pfizer BioNTech - Comirnaty",2020-12-30,4.0,4297217.0,73.452
Sint Eustatius,XBA,AMRO,REPORTING,2022-09-16,4257.0,1791.0,135.616,57.056,1686.0,53.711,,,,780.0,24.849
Sint Maarten,SXM,AMRO,REPORTING,2022-09-16,65095.0,29788.0,151.8,69.465,26286.0,61.298,"AstraZeneca - Vaxzevria,Moderna - Spikevax,Pfizer BioNTech - Comirnaty",2021-02-22,3.0,9021.0,21.037
